"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000198624",2020.04495478061,2.81410138795081,0.240623133381132,11.69505753004,1.35095620072031e-31,1.02301158299545e-28
"ENSG00000123562",5008.55293511073,1.00454522295557,0.0890333411617679,11.282798217472,1.59587550119531e-29,1.15093021264776e-26
"ENSG00000144369",1283.77979687001,-1.3090039915705,0.117164382299728,-11.1723713800822,5.56743455689289e-29,3.83267256200649e-26
"ENSG00000196517",241.91536257078,-2.34569037224118,0.210491142076768,-11.1438911352653,7.66936369404688e-29,5.05010926723217e-26
"ENSG00000135821",19973.4000047829,3.04139431373985,0.275997572353533,11.0196415417888,3.07280284068674e-28,1.93906662592503e-25
"ENSG00000164647",1885.61489540935,1.54719055210381,0.142640811871137,10.8467592956605,2.06621830427817e-27,1.25171504873171e-24
"ENSG00000157150",194.419230565533,2.90878359178716,0.268518080634139,10.8327289727295,2.40867868448333e-27,1.40305533371154e-24
"ENSG00000276600",308.766133363223,-1.76082930200896,0.163005606501909,-10.8022622031,3.35825910290355e-27,1.88373459679534e-24
"ENSG00000163697",2417.25697073947,0.917524830429295,0.0859822909990802,10.671090753317,1.38985163231104e-26,7.5176082040538e-24
"ENSG00000116285",3268.63191573428,2.44021979029145,0.229396820149497,10.6375484573028,1.99304258573632e-26,1.04084930899919e-23
"ENSG00000181467",614.694820343917,-1.26188933884563,0.118716735926712,-10.6294140332888,2.17474554581775e-26,1.09788404304699e-23
"ENSG00000183044",534.268135899311,1.00628629562711,0.095119941419759,10.5791307333383,3.72397060930188e-26,1.81933983477022e-23
"ENSG00000162692",501.804184764929,-3.53333404627355,0.334335415386291,-10.5682314336671,4.18308626889262e-26,1.97977629819934e-23
"ENSG00000163884",574.142864572114,4.53724572167687,0.431709244385626,10.5099572934416,7.77287389266633e-26,3.56727803346762e-23
"ENSG00000273259",2004.06797116422,3.36549833293904,0.323440155833854,10.4053200328899,2.34466911787585e-25,1.04441217030087e-22
"ENSG00000110756",990.645486606917,1.49026620237819,0.147028822232116,10.1358779846953,3.82918024453254e-24,1.65694099438415e-21
"ENSG00000119138",1717.46623459215,2.12787549552798,0.211774355000567,10.0478431183147,9.39000934232263e-24,3.95032476359656e-21
"ENSG00000077684",1762.18309743193,1.18958336690034,0.118705415828268,10.0213065983554,1.22867740177311e-23,5.02927547293343e-21
"ENSG00000103502",3348.30312527958,0.839753221826959,0.0839312793751616,10.0052474843541,1.44529860115476e-23,5.760275609076e-21
"ENSG00000166482",27413.4128904298,-0.949287540571045,0.0953628287767603,-9.95448176976043,2.41075592518662e-23,9.36176884280802e-21
"ENSG00000185950",2275.98209759502,2.16650968661443,0.219964789280858,9.8493476783148,6.8990278731705e-23,2.61214442847918e-20
"ENSG00000165995",513.109573436338,3.00661379724185,0.305909027996795,9.82845722772636,8.49095187237533e-23,3.13647478310059e-20
"ENSG00000103196",3096.15933899728,2.62603415816357,0.267453556246064,9.8186548536582,9.35839163749093e-23,3.37459146070953e-20
"ENSG00000211445",12537.1799334237,3.77018284804588,0.385588353491621,9.77774046831476,1.40307817188257e-22,4.94177184027011e-20
"ENSG00000157510",502.245335458258,1.82248126695424,0.188083908308074,9.68972456680923,3.33426629501079e-22,1.1476696144986e-19
"ENSG00000221869",1996.6227385359,1.51593634649,0.1577306507432,9.61091797534065,7.19050348623356e-22,2.42000389553349e-19
"ENSG00000197043",14235.8891385396,0.954687022846874,0.0993682919745846,9.60756196847033,7.42870784913335e-22,2.44582131250271e-19
"ENSG00000139289",2896.74376144142,-1.07092653489257,0.112143238438621,-9.54963089886799,1.30159181233545e-21,4.19417191442987e-19
"ENSG00000131389",738.395170724894,-1.96399624126652,0.205870417140955,-9.53996338348027,1.42882754860595e-21,4.50824858825774e-19
"ENSG00000158246",70.9156124341666,2.34457548299642,0.246768437019102,9.50111574769561,2.07653291984877e-21,6.41818185124686e-19
"ENSG00000145777",152.344620594276,-2.71541783569003,0.288511616331004,-9.41181457517011,4.87644390462362e-21,1.4770748587105e-18
"ENSG00000181061",2495.79383552303,1.26971875384143,0.135477477295883,9.3721759452928,7.10523521078402e-21,2.10997622092792e-18
"ENSG00000157214",3042.42442776058,1.99782068933394,0.213883304322004,9.34070424836057,9.56954599858276e-21,2.78713027208723e-18
"ENSG00000108821",102624.279264829,-1.27736598839372,0.137390943316186,-9.29730852385256,1.44045762642933e-20,4.03995013930966e-18
"ENSG00000151726",1467.32301351221,1.57907014931326,0.169815395239411,9.2987455412216,1.42112422575588e-20,4.03995013930966e-18
"ENSG00000124766",1291.40790053461,-2.33654843323611,0.251618749800818,-9.2860664600143,1.60095764523659e-20,4.40845518856511e-18
"ENSG00000141401",619.513260387526,2.19485415262793,0.237404283313994,9.24521715442259,2.34763518390222e-20,6.34909551074985e-18
"ENSG00000003402",3368.72335143759,1.16249955330816,0.126132957466077,9.21646155502859,3.07066097530245e-20,7.88223058829757e-18
"ENSG00000112837",2671.19815511368,-1.63666384276223,0.177536186444559,-9.21876196362552,3.00550184047106e-20,7.88223058829757e-18
"ENSG00000157514",2226.72449000203,3.34428298554888,0.362812249369307,9.21766834323374,3.03630640990754e-20,7.88223058829757e-18
"ENSG00000169715",553.702542171806,2.16215506651439,0.235812150884322,9.16897224509451,4.77550154399751e-20,1.18565526039086e-17
"ENSG00000196975",4931.1015623731,1.12894748971993,0.123120781653315,9.16943081874539,4.75523141138223e-20,1.18565526039086e-17
"ENSG00000128923",1481.50742728071,1.05791506237312,0.116157838828589,9.10756495680208,8.42516487080782e-20,2.05805035432878e-17
"ENSG00000143320",1513.74032144022,-1.70763401442763,0.18760993389256,-9.10204475316084,8.86468939558394e-20,2.13104318882728e-17
"ENSG00000177283",147.951649785997,2.46517936857155,0.272276249708175,9.053964020783,1.37870265241211e-19,3.26257057355958e-17
"ENSG00000164484",814.401987519494,-1.18489000977205,0.130911171916285,-9.05109924865517,1.41536232848667e-19,3.29779422537394e-17
"ENSG00000157613",2823.8992896954,-0.967541010620951,0.107823387193714,-8.97338727527337,2.87532990934415e-19,6.59801082985109e-17
"ENSG00000072958",2239.04534337653,1.10184712541411,0.123251688339636,8.93981364683482,3.89827195630367e-19,8.8118401161521e-17
"ENSG00000019995",2150.37632011757,0.983999371260496,0.1111823152109,8.85032272798028,8.72665746909625e-19,1.94360628484504e-16
"ENSG00000012048",241.117643587367,-1.40352651198165,0.158919200986107,-8.83169877064985,1.03097785900661e-18,2.26292169197901e-16
"ENSG00000154734",29872.9878556811,2.1878109106528,0.248561957461001,8.8018735167712,1.34550779895551e-18,2.91110223074018e-16
"ENSG00000185432",3844.86229573871,2.27103729893849,0.259691108068731,8.74514847977554,2.22722567211366e-18,4.75089194424808e-16
"ENSG00000159884",556.366128273062,1.06266473670517,0.121892415312431,8.71805463843979,2.83022379578768e-18,5.95329713711173e-16
"ENSG00000163513",13345.3548115132,1.47090204023879,0.168754013625454,8.71624922357949,2.87569921834441e-18,5.96609104956521e-16
"ENSG00000139132",1181.85578266924,2.05688313394257,0.236527718473474,8.69616105553078,3.4330108969208e-18,7.02607432890075e-16
"ENSG00000196136",739.309178654879,3.19630740941502,0.370179731515931,8.63447438444497,5.89976798613682e-18,1.19135981533389e-15
"ENSG00000172986",767.400836637411,-1.64194409697183,0.190243540567023,-8.63074820873287,6.09519292962766e-18,1.21462759104225e-15
"ENSG00000183160",2936.72405730511,-1.17321057251272,0.136042633290579,-8.6238449237219,6.47427794263913e-18,1.27341479793857e-15
"ENSG00000103485",876.983547374098,-1.12050796312635,0.130429554340281,-8.59090540325724,8.62866535441785e-18,1.67539918964947e-15
"ENSG00000173838",68.6105850526452,3.4234952223921,0.399958461971468,8.55962693104947,1.13233337396018e-17,2.1707834112186e-15
"ENSG00000169738",602.04981640171,1.9604051083755,0.230197893719145,8.51617309221479,1.64912291078482e-17,3.12199581047951e-15
"ENSG00000197321",9110.11696451622,-0.699698331682809,0.0822516887776664,-8.50679593429571,1.78805835405227e-17,3.34322762618785e-15
"ENSG00000146592",694.975972522806,-2.04981110148881,0.241232458295234,-8.4972441767357,1.94144761245614e-17,3.58575903544491e-15
"ENSG00000099860",373.609719689536,1.41592445954913,0.16772042845102,8.44217053716045,3.11498437549352e-17,5.68390823696981e-15
"ENSG00000128311",323.623146252674,1.34158957274304,0.159030069520615,8.43607486802441,3.28172617182296e-17,5.91687415145937e-15
"ENSG00000134253",144.951068185965,-1.98700582647008,0.235888216322615,-8.42350608880155,3.65382090789766e-17,6.51024913530707e-15
"ENSG00000253368",1051.87338068471,1.99298369617054,0.236810080846774,8.41595800754819,3.89696899002954e-17,6.86274364581364e-15
"ENSG00000134243",5569.87422804189,2.21273107000839,0.263698225267201,8.39114888909953,4.8141418447501e-17,8.38048025732647e-15
"ENSG00000162616",1478.62500195149,1.36934253652349,0.163267773776188,8.38709627045338,4.98296928445031e-17,8.57580338784091e-15
"ENSG00000150907",688.476650962791,2.30496446822312,0.276338565391291,8.34108863871146,7.36096913796666e-17,1.25260536623039e-14
"ENSG00000167549",2012.78985108593,2.38044042391612,0.287092468447229,8.29154605410232,1.11785834212344e-16,1.88110717682883e-14
"ENSG00000137076",20054.8384767669,0.638116659560559,0.0770364600324985,8.28330714172697,1.19800916021853e-16,1.99382953093513e-14
"ENSG00000132970",1317.16857123589,1.08140871653697,0.13074326718976,8.27123828080128,1.3257478550234e-16,2.18244035481842e-14
"ENSG00000133142",3090.51775861329,1.47987220300485,0.17940770704387,8.24865457225305,1.60187726327634e-16,2.60864851100217e-14
"ENSG00000148120",677.473392933758,1.23763796871109,0.150992015035763,8.19671138515468,2.47052653068929e-16,3.9385394007673e-14
"ENSG00000163491",152.333491281033,-2.07305144469162,0.252899869787741,-8.19712341659775,2.46207635231388e-16,3.9385394007673e-14
"ENSG00000183722",3035.76768508864,0.709163337341092,0.0867730130412847,8.17262547981004,3.01749591093532e-16,4.76041412199119e-14
"ENSG00000103064",1735.71982860339,1.37532682915951,0.168772705909487,8.1489884383148,3.66981031621318e-16,5.72982239577821e-14
"ENSG00000162704",2647.51641081926,0.896589376641968,0.110481081618,8.11532041062036,4.8450473729912e-16,7.41194368322745e-14
"ENSG00000179593",68.3800745222305,8.90550237510339,1.09726793123085,8.11606912189053,4.8152649310306e-16,7.41194368322745e-14
"ENSG00000143891",522.025378125847,-1.13399573681229,0.140300123817229,-8.08264245218742,6.33782376956439e-16,9.59863409900526e-14
"ENSG00000163110",1307.00957672327,1.48535579007924,0.184071695274851,8.06944157199912,7.0620418931192e-16,1.05895667793357e-13
"ENSG00000102804",5382.05257204899,1.15093411297823,0.142669592948307,8.06712971694848,7.19700723833913e-16,1.06861445710437e-13
"ENSG00000127824",250.256189339771,-1.69364150389693,0.210258468271911,-8.05504538208027,7.94493256181065e-16,1.16821362765653e-13
"ENSG00000125503",2642.92992334253,0.679974727222348,0.0848958649313225,8.00951527818724,1.15161432220509e-15,1.67703835671117e-13
"ENSG00000138078",1711.69454421181,-0.721080526895203,0.090131756206817,-8.0002937615085,1.24122727453571e-15,1.79032257836604e-13
"ENSG00000101342",53.7031368272962,4.13426848072663,0.517099170790333,7.99511721205785,1.29450655492166e-15,1.84955677115929e-13
"ENSG00000112576",646.673183511032,1.08122175855257,0.135318356702104,7.99020757348409,1.3471174097724e-15,1.90673767953299e-13
"ENSG00000104756",1773.42785790779,0.750040428597302,0.0939490941906307,7.98347695695082,1.42267881365847e-15,1.99504357711644e-13
"ENSG00000105516",103.555045793919,-1.63319730551112,0.205145260032821,-7.96117495110453,1.70413229988037e-15,2.36780584235671e-13
"ENSG00000198431",22550.132525209,1.47807413857035,0.186254365016151,7.93578254363153,2.09172223022931e-15,2.87992119789299e-13
"ENSG00000118689",5353.974568445,1.27540191217773,0.160754076181229,7.9338698120468,2.12420772324021e-15,2.89829963679937e-13
"ENSG00000130066",4094.02815137334,1.31953750184602,0.166823295977414,7.90979157985629,2.57820163050998e-15,3.45547466319235e-13
"ENSG00000149218",2046.64979798996,1.97365489881724,0.249496522325331,7.9105507380327,2.56252709401083e-15,3.45547466319235e-13
"ENSG00000138316",788.996860846473,-2.41081387941686,0.305172089266588,-7.89985049160527,2.79238165647731e-15,3.70970352520604e-13
"ENSG00000161647",159.566408849098,1.74649257017449,0.222356827807837,7.85445892259189,4.01501629805827e-15,5.28760189861674e-13
"ENSG00000162426",171.56402069617,1.41510590035568,0.180875675811799,7.823638496467,5.13180396554102e-15,6.70010095328611e-13
"ENSG00000179820",5333.81269432854,1.44810988672609,0.185971656987048,7.78672358028701,6.87691761540782e-15,8.90178780216679e-13
"ENSG00000119139",5612.32457620331,1.99088281470158,0.256131301079633,7.77289931495959,7.67097149288589e-15,9.84549688642006e-13
"ENSG00000136999",446.971397273606,-2.60283206536175,0.336914166103238,-7.72550497198205,1.114107924923e-14,1.4179129851226e-12
"ENSG00000146250",313.821137829102,-2.69619806209384,0.349714270595377,-7.7097170141317,1.26097028834098e-14,1.59144958474367e-12
"ENSG00000152332",3008.20914259827,0.671892335907373,0.0875175570119851,7.67722910518811,1.62566539225747e-14,2.03476879055698e-12
"ENSG00000112773",525.998125166656,-1.22092488105637,0.159130327220682,-7.67248394684183,1.68697077985987e-14,2.09419446401456e-12
"ENSG00000140545",9643.89243351853,1.18720743305985,0.155031450745503,7.6578489548469,1.89073067674749e-14,2.3280582194586e-12
"ENSG00000136478",3731.86033954668,1.50655966516114,0.197419244867828,7.63127052871554,2.32451306306716e-14,2.83909276936710e-12
"ENSG00000049323",20410.0860039713,0.715134108313144,0.0938994469621768,7.61595655191882,2.61745729299809e-14,3.17131125619649e-12
"ENSG00000122966",304.385980392181,-1.63486698250061,0.214742419482026,-7.61315340697023,2.67487982789336e-14,3.21516309471786e-12
"ENSG00000132356",2379.48217418789,0.743612138826465,0.0977773289296029,7.60515905851597,2.84553705465747e-14,3.39335895218799e-12
"ENSG00000077254",2760.44083059498,0.807688393114907,0.106926721336276,7.55366276101174,4.23185081850796e-14,5.00713911299242e-12
"ENSG00000168234",600.327691176793,0.857603025834622,0.113619323349076,7.54803848989472,4.41862355293453e-14,5.18760106272817e-12
"ENSG00000113456",1042.060350359,0.795063844144005,0.105750631667093,7.51828931525342,5.5497587076447e-14,6.46546889440607e-12
"ENSG00000157110",3434.9371292854,0.814964608207634,0.108480640635561,7.51253498719182,5.79932357509273e-14,6.70463782784575e-12
"ENSG00000126016",404.398400122558,-2.49800472432823,0.332774776809016,-7.50659274203906,6.06861489349051e-14,6.96281610317529e-12
"ENSG00000170214",201.751000183794,3.67679812048126,0.492228012636447,7.46970514901779,8.0374711963163e-14,9.15244370437672e-12
"ENSG00000169744",723.01402678599,-1.33060622854745,0.178685984652321,-7.44661776991901,9.57635514956844e-14,1.08234252791205e-11
"ENSG00000131871",812.424686783872,0.674895998805096,0.0908262388995941,7.43062805398312,1.08083242114831e-13,1.21253385320676e-11
"ENSG00000147119",456.95140071251,1.57288246646748,0.21188366877801,7.42333033753243,1.14211444387231e-13,1.27186200385634e-11
"ENSG00000148848",1381.85270141484,-1.86991345393162,0.252175301233462,-7.4151332219505,1.21502609094702e-13,1.34318030272938e-11
"ENSG00000020577",3148.94122875977,1.21223081706125,0.16418165916666,7.38347281428507,1.54213167085832e-13,1.69243363443111e-11
"ENSG00000196932",76.8390518792512,-2.0012948369171,0.271145327404878,-7.38089369295581,1.57230515889591e-13,1.71313393032219e-11
"ENSG00000138074",455.640505436127,1.16383950779115,0.158016274554228,7.36531418092474,1.76730141438307e-13,1.91184142291655e-11
"ENSG00000146006",70.6309989496603,-4.00377326342413,0.544215156055447,-7.35696758694499,1.8813500778035e-13,2.00655260058691e-11
"ENSG00000174306",3453.200286637,1.10706655195522,0.15047391909433,7.35719889943992,1.87809410088139e-13,2.00655260058691e-11
"ENSG00000042286",599.809958530685,0.713437121774313,0.0972579216326626,7.33551683809286,2.20867468580801e-13,2.33918728087848e-11
"ENSG00000164105",538.355706819132,1.2085460028557,0.165288654725195,7.31172992402291,2.63724778580167e-13,2.77368873027543e-11
"ENSG00000067369",2102.96945349668,-0.714245658470837,0.0977829617961698,-7.30439787618311,2.78511107349825e-13,2.90900049711248e-11
"ENSG00000116132",5567.24077353662,-0.758688079262837,0.104325813667879,-7.27229486729062,3.53431050276278e-13,3.66624195646181e-11
"ENSG00000277443",5819.2400512788,-1.23013087981184,0.169725065042954,-7.24778558488407,4.23640540475913e-13,4.36465033027735e-11
"ENSG00000087448",1029.52932093845,1.03300404243843,0.142728142693532,7.2375638254924,4.56815788194326e-13,4.67464534608315e-11
"ENSG00000114270",1600.16543561964,1.28744596676265,0.178159122947388,7.22638249146995,4.96029437789549e-13,5.04185626531726e-11
"ENSG00000134318",4532.90173037411,0.782466591408611,0.108325091220241,7.22331809366069,5.07341504398732e-13,5.1224580560792e-11
"ENSG00000108960",1740.19798309104,1.65434304768436,0.230190566838338,7.18684119165579,6.63074586211744e-13,6.65050636303103e-11
"ENSG00000165802",1607.02123231608,0.973405938652448,0.136303616483625,7.14145349745278,9.23491189866197e-13,9.20149609902866e-11
"ENSG00000233608",4677.10119351861,0.731218179817179,0.102669611839038,7.12205068977525,1.06332932677749e-12,1.05255703621209e-10
"ENSG00000155962",399.773301149283,-1.12228546862821,0.157725307658824,-7.11544320494106,1.1155377659093e-12,1.09706619900625e-10
"ENSG00000172465",451.847687171403,1.01171904924334,0.142948902908476,7.07748733049806,1.46791608026123e-12,1.43429606681009e-10
"ENSG00000170365",440.567510182441,-1.01000994365436,0.142862551396905,-7.06980194444608,1.55154980315659e-12,1.50629626723119e-10
"ENSG00000188215",583.091058388238,0.683819739433518,0.0967586612596728,7.06727160681089,1.58009502319786e-12,1.52423816091284e-10
"ENSG00000143344",1081.29606808733,-1.06616752062767,0.151270228600775,-7.04809882611764,1.81378808269354e-12,1.73859623496163e-10
"ENSG00000125848",184.725551712782,-2.47079572423795,0.351180529068577,-7.03568540884412,1.98283855664974e-12,1.88868490191575e-10
"ENSG00000183508",90.3052529349409,-2.50681042098946,0.356654040820055,-7.02868924525726,2.08482717408169e-12,1.9734192219667e-10
"ENSG00000171793",696.230481492342,1.632722511624,0.232544516638381,7.02111808623282,2.20099729149304e-12,2.0704412409728e-10
"ENSG00000099204",852.738214777329,1.43267728196312,0.204555605955725,7.00385245014117,2.49018367759224e-12,2.32801430846509e-10
"ENSG00000084090",3687.6065632505,1.22208526495166,0.174603640073637,6.99919694936632,2.57433768583888e-12,2.37733806414817e-10
"ENSG00000157152",39.3407229279849,2.76160962724255,0.394547591499971,6.99943349481264,2.56999536848293e-12,2.37733806414817e-10
"ENSG00000185813",542.652954959198,1.0673490278495,0.152587485792396,6.99499714741808,2.65264326283793e-12,2.43480498276851e-10
"ENSG00000108604",2187.2675915473,1.29453188823186,0.185088951135865,6.99410678102338,2.66954185872113e-12,2.43555490664648e-10
"ENSG00000177674",764.474981069582,1.13597816405651,0.162669603749293,6.98334622986653,2.88230898453644e-12,2.61392632160505e-10
"ENSG00000093167",2143.3476076315,0.693337545458983,0.0994558392157137,6.97131059298766,3.14001865766778e-12,2.83068943871301e-10
"ENSG00000173517",8182.69575723465,1.01731427564729,0.145963738757697,6.96963700920301,3.17759783553831e-12,2.8476165218478e-10
"ENSG00000108830",207.111531735843,-2.1498711450301,0.308775727811478,-6.96256522579616,3.3413180731875e-12,2.97672130696615e-10
"ENSG00000182197",5315.48796069254,-0.800350715771665,0.114977923585479,-6.96090771874698,3.38087190354753e-12,2.99434532042265e-10
"ENSG00000143878",3361.81675955872,1.21447718864022,0.174618590385768,6.95502801824934,3.52491974175931e-12,3.10377380749679e-10
"ENSG00000173221",1867.42208938398,1.05618676184352,0.152019779519186,6.94769302510546,3.71307844435746e-12,3.25055335490138e-10
"ENSG00000071282",4091.27993782563,1.59568941573697,0.229961375340345,6.93894534843228,3.95037906037346e-12,3.43841901548023e-10
"ENSG00000145685",2024.86056126334,-1.17063317923099,0.16879864584065,-6.9350863177901,4.05973200674685e-12,3.51340807098177e-10
"ENSG00000105835",2566.88138382778,0.982053450975824,0.141913963842097,6.92006215870713,4.51445516050174e-12,3.88473996623857e-10
"ENSG00000136997",749.941478614152,0.863799740936908,0.125449673887794,6.88562763191811,5.75333045409968e-12,4.9228355778158e-10
"ENSG00000137801",94530.9109438694,1.8669240866903,0.271571730817248,6.87451555090845,6.22008731751976e-12,5.29231586650768e-10
"ENSG00000137767",2380.7661405682,1.017307879053,0.148298891189525,6.85984818155442,6.89337677737358e-12,5.83241292141468e-10
"ENSG00000163083",425.114876638656,3.66803111680399,0.53527523241181,6.85260758334885,7.2515811518178e-12,6.06769041681108e-10
"ENSG00000205208",599.124719980782,-1.36453435075905,0.199124392197515,-6.85267302363212,7.24826344791224e-12,6.06769041681108e-10
"ENSG00000165996",290.653293553978,1.06197828356352,0.155542794857597,6.82756333738109,8.63689995363178e-12,7.18713460427216e-10
"ENSG00000196569",18064.3664300771,2.06365207296206,0.302375176123217,6.82480651824782,8.80438957629895e-12,7.28647432421025e-10
"ENSG00000114098",986.026224073992,1.03515652577176,0.151762496500269,6.82089811147729,9.04730946576443e-12,7.44682075320665e-10
"ENSG00000103381",788.647566819423,0.976225457333035,0.143200121866855,6.81721107919665,9.28248322045144e-12,7.59909234452633e-10
"ENSG00000100242",3905.31285956984,1.70211462773296,0.251991112922329,6.75466133703533,1.43169274788535e-11,1.16575197132923e-09
"ENSG00000159840",9428.64662486812,0.712835991889122,0.105576362462284,6.75185216902859,1.45969568236634e-11,1.18219738553145e-09
"ENSG00000114853",2770.85195738263,0.732052597596848,0.108575065321908,6.74236386988512,1.55830223694176e-11,1.25534507332356e-09
"ENSG00000068831",92.8018949080218,1.73619521033255,0.257654256556932,6.73846896043388,1.6006424146529e-11,1.28263118359355e-09
"ENSG00000189184",6553.75163027371,-0.900224374665203,0.133922977762128,-6.72195608033873,1.79301004467798e-11,1.42921774350779e-09
"ENSG00000136877",1049.71923068896,0.685114711331912,0.102083169115825,6.71133858074654,1.92847049664933e-11,1.5291458466887e-09
"ENSG00000106615",2235.48854826141,0.999193893075121,0.149044924149829,6.70397800377738,2.02820806474337e-11,1.59985474690304e-09
"ENSG00000163661",9918.01910954256,2.23542097437201,0.333579645499782,6.70131107976571,2.06557781325432e-11,1.62088994724024e-09
"ENSG00000107562",27826.6530130906,-1.88342091540127,0.281145310336524,-6.69910130511109,2.09705183925598e-11,1.63710567554288e-09
"ENSG00000132530",554.070436661569,-0.942293656843743,0.141147977090905,-6.67592746466969,2.45673464623434e-11,1.90806390857534e-09
"ENSG00000137672",647.502996763746,1.80038927229305,0.269913431781484,6.67024705073069,2.55373169241699e-11,1.97327890212527e-09
"ENSG00000127954",524.073300326567,4.94729814426576,0.742089798283722,6.66671089631967,2.61599680136665e-11,2.01113053587299e-09
"ENSG00000124151",1617.04029497027,1.35122338801385,0.203024726685004,6.65546216993705,2.82411190861387e-11,2.16016034626046e-09
"ENSG00000185022",640.369910766327,1.27087580645174,0.191125051941569,6.64944649349408,2.94197272147219e-11,2.23900386264806e-09
"ENSG00000158079",310.647032326585,0.965064856280469,0.145496452472347,6.632909874307,3.291327930161e-11,2.49235807511442e-09
"ENSG00000099337",903.309496314424,2.39562086164086,0.3614827273071,6.62720700235739,3.42097751800548e-11,2.57764699055686e-09
"ENSG00000163378",1766.41416177331,1.28849167326836,0.194583650921094,6.62178794142812,3.54879921553573e-11,2.66072099600439e-09
"ENSG00000164291",491.680275628707,0.774374251246,0.117062483179013,6.61505061413928,3.71424640665533e-11,2.77104738072881e-09
"ENSG00000128342",154.276285688438,-2.33091604547378,0.352905853979594,-6.60492315213498,3.97723602462794e-11,2.95270782318579e-09
"ENSG00000141298",2097.02267358758,1.17251717872441,0.177717386323858,6.59765036487603,4.17724948763979e-11,3.0860704141612e-09
"ENSG00000172349",898.126751874125,1.03315596972868,0.156702790464921,6.59309235440806,4.30758421935961e-11,3.16691082534958e-09
"ENSG00000093144",1547.1070655263,0.79299039858005,0.120300915107956,6.59172374431594,4.3474900216047e-11,3.18080852063783e-09
"ENSG00000070669",426.90709695752,-1.02041129015821,0.155006832983527,-6.58300844238687,4.61022954452875e-11,3.34076203119081e-09
"ENSG00000091527",4909.37066465247,0.730988718569422,0.111034618451525,6.58343072425249,4.59714838901895e-11,3.34076203119081e-09
"ENSG00000168994",1583.10992122693,1.42490675493431,0.216681845761853,6.57603201562338,4.83168557661985e-11,3.48456562180512e-09
"ENSG00000126861",312.242217393456,-1.6945653205373,0.258201938428293,-6.56294577357678,5.27550365721164e-11,3.78661151130191e-09
"ENSG00000188312",133.729682034954,-1.74637571474536,0.266816995093435,-6.54521918340997,5.94081901151871e-11,4.24404263818165e-09
"ENSG00000120690",1426.8218637027,0.845917219864526,0.129501029288204,6.53212738550473,6.48419667771051e-11,4.61047693351764e-09
"ENSG00000023909",1934.52231292628,1.25685053460557,0.192555061903665,6.52722666534918,6.69986193542647e-11,4.74156116878663e-09
"ENSG00000174437",10623.8825067878,1.35360005639249,0.207573312081733,6.52106979850811,6.98076882514103e-11,4.91738343519818e-09
"ENSG00000049246",241.503165248797,-1.93009989199134,0.297234535256874,-6.49352502165779,8.38508317898149e-11,5.87926318267012e-09
"ENSG00000136859",6504.12083691592,-0.895177095602354,0.138061570213474,-6.48389768578041,8.93828474187330e-11,6.2382637057913e-09
